"department","year","solicitation_procedure","total_spending","total_contracts"
"Federal Economic Development Agency for Southern Ontario",2017,"OB","49738.08","3"
"Federal Economic Development Agency for Southern Ontario",2018,"TC","5525686.39","32"
"Federal Economic Development Agency for Southern Ontario",2018,"TN","115429.56","10"
"Federal Economic Development Agency for Southern Ontario",2018,"OB","72533.79","4"
"Federal Economic Development Agency for Southern Ontario",2019,"TC","4178591.01","52"
"Federal Economic Development Agency for Southern Ontario",2019,"OB","594914.06","4"
"Federal Economic Development Agency for Southern Ontario",2019,"TN","214384.02","16"
"Federal Economic Development Agency for Southern Ontario",2020,"TC","990275.78","37"
"Federal Economic Development Agency for Southern Ontario",2020,"OB","677509.24","6"
"Federal Economic Development Agency for Southern Ontario",2020,"TN","253906.40","11"
"Federal Economic Development Agency for Southern Ontario",2020,"AC","37431.25","1"
"Federal Economic Development Agency for Southern Ontario",2020,"ST","3363.26","1"
"Federal Economic Development Agency for Southern Ontario",2021,"TC","1023777.09","21"
"Federal Economic Development Agency for Southern Ontario",2021,"OB","860634.75","9"
"Federal Economic Development Agency for Southern Ontario",2021,"TN","446493.81","16"
"Federal Economic Development Agency for Southern Ontario",2021,"ST","210026.13","6"
"Federal Economic Development Agency for Southern Ontario",2021,"AC","37431.25","1"
"Federal Economic Development Agency for Southern Ontario",2022,"OB","2465253.62","5"
"Federal Economic Development Agency for Southern Ontario",2022,"TC","1034598.37","26"
"Federal Economic Development Agency for Southern Ontario",2022,"ST","649365.82","18"
"Federal Economic Development Agency for Southern Ontario",2022,"TN","457713.41","18"
"Federal Economic Development Agency for Southern Ontario",2023,"OB","2206484.48","3"
"Federal Economic Development Agency for Southern Ontario",2023,"TC","658107.93","29"
"Federal Economic Development Agency for Southern Ontario",2023,"ST","410387.81","14"
"Federal Economic Development Agency for Southern Ontario",2023,"TN","372494.62","14"
"Federal Economic Development Agency for Southern Ontario",2023,"AC","126917.83","2"
"Federal Economic Development Agency for Southern Ontario",2024,"OB","866509.00","7"
"Federal Economic Development Agency for Southern Ontario",2024,"TC","505157.37","20"
"Federal Economic Development Agency for Southern Ontario",2024,"TN","316857.00","15"
"Federal Economic Development Agency for Southern Ontario",2024,"ST","216083.40","5"
"Federal Economic Development Agency for Southern Ontario",2024,"AC","126917.83","1"
"Federal Economic Development Agency for Southern Ontario",2025,"OB","749780.71","8"
"Federal Economic Development Agency for Southern Ontario",2025,"TC","323108.14","16"
"Federal Economic Development Agency for Southern Ontario",2025,"TN","255503.73","12"
"Federal Economic Development Agency for Southern Ontario",2025,"ST","205837.48","8"
"Federal Economic Development Agency for Southern Ontario",2025,"AC","49625.83","0"
"Federal Economic Development Agency for Southern Ontario",2026,"OB","168037.66","5"
"Federal Economic Development Agency for Southern Ontario",2026,"TC","103733.00","8"
"Federal Economic Development Agency for Southern Ontario",2026,"ST","98746.41","4"
"Federal Economic Development Agency for Southern Ontario",2026,"TN","51764.16","3"
"Financial Consumer Agency of Canada",2017,"TC","1925769.92","51"
"Financial Consumer Agency of Canada",2017,"TN","408966.14","22"
"Financial Consumer Agency of Canada",2017,"AC","180833.33","1"
"Financial Consumer Agency of Canada",2018,"TC","3053250.23","72"
"Financial Consumer Agency of Canada",2018,"TN","685931.29","45"
"Financial Consumer Agency of Canada",2018,"AC","320758.33","2"
"Financial Consumer Agency of Canada",2018,"ST","65718.53","3"
"Financial Consumer Agency of Canada",2019,"TC","6895488.49","84"
"Financial Consumer Agency of Canada",2019,"ST","985643.29","7"
"Financial Consumer Agency of Canada",2019,"TN","624779.71","42"
"Financial Consumer Agency of Canada",2019,"AC","334058.02","3"
"Financial Consumer Agency of Canada",2019,"OB","176093.06","2"
"Financial Consumer Agency of Canada",2020,"TC","5628909.38","72"
"Financial Consumer Agency of Canada",2020,"ST","1779457.95","7"
"Financial Consumer Agency of Canada",2020,"TN","355065.06","26"
"Financial Consumer Agency of Canada",2020,"OB","160521.66","1"
"Financial Consumer Agency of Canada",2020,"AC","127799.69","2"
"Financial Consumer Agency of Canada",2021,"TC","5262934.23","59"
"Financial Consumer Agency of Canada",2021,"ST","3602641.73","13"
"Financial Consumer Agency of Canada",2021,"TN","473878.51","29"
"Financial Consumer Agency of Canada",2021,"AC","206274.41","3"
"Financial Consumer Agency of Canada",2022,"ST","7426787.62","36"
"Financial Consumer Agency of Canada",2022,"TC","3054387.88","31"
"Financial Consumer Agency of Canada",2022,"TN","724873.39","43"
"Financial Consumer Agency of Canada",2022,"AC","206274.41","3"
"Financial Consumer Agency of Canada",2023,"ST","8810162.03","40"
"Financial Consumer Agency of Canada",2023,"TC","3295187.36","34"
"Financial Consumer Agency of Canada",2023,"TN","548474.71","43"
"Financial Consumer Agency of Canada",2023,"AC","226049.41","3"
"Financial Consumer Agency of Canada",2023,"OB","77260.22","2"
"Financial Consumer Agency of Canada",2024,"ST","10103131.97","20"
"Financial Consumer Agency of Canada",2024,"TC","5821197.09","57"
"Financial Consumer Agency of Canada",2024,"TN","690291.36","38"
"Financial Consumer Agency of Canada",2024,"AC","275957.74","4"
"Financial Consumer Agency of Canada",2024,"OB","77260.22","0"
"Financial Consumer Agency of Canada",2025,"ST","12114351.11","33"
"Financial Consumer Agency of Canada",2025,"TC","4099848.86","31"
"Financial Consumer Agency of Canada",2025,"OB","1738896.97","3"
"Financial Consumer Agency of Canada",2025,"TN","1066029.27","35"
"Financial Consumer Agency of Canada",2025,"AC","283724.97","4"
"Financial Consumer Agency of Canada",2026,"ST","3068216.43","20"
"Financial Consumer Agency of Canada",2026,"OB","1674064.35","2"
"Financial Consumer Agency of Canada",2026,"TC","1419747.36","7"
"Financial Consumer Agency of Canada",2026,"TN","279400.53","18"
"Financial Consumer Agency of Canada",2026,"AC","95107.15","2"
"Financial Transactions and Reports Analysis Centre of Canada",2017,"TC","730002.13","16"
"Financial Transactions and Reports Analysis Centre of Canada",2017,"TN","307593.38","15"
"Financial Transactions and Reports Analysis Centre of Canada",2018,"TC","1501055.45","31"
"Financial Transactions and Reports Analysis Centre of Canada",2018,"TN","1255170.77","32"
"Financial Transactions and Reports Analysis Centre of Canada",2018,"OB","16792.88","1"
"Financial Transactions and Reports Analysis Centre of Canada",2019,"TC","2812646.76","42"
"Financial Transactions and Reports Analysis Centre of Canada",2019,"TN","1785999.33","65"
"Financial Transactions and Reports Analysis Centre of Canada",2019,"OB","102707.73","2"
"Financial Transactions and Reports Analysis Centre of Canada",2020,"TN","3403099.53","90"
"Financial Transactions and Reports Analysis Centre of Canada",2020,"TC","2307738.23","36"
"Financial Transactions and Reports Analysis Centre of Canada",2020,"OB","278226.49","4"
"Financial Transactions and Reports Analysis Centre of Canada",2021,"TN","5009906.12","140"
"Financial Transactions and Reports Analysis Centre of Canada",2021,"TC","3563091.14","29"
"Financial Transactions and Reports Analysis Centre of Canada",2021,"OB","1041960.38","18"
"Financial Transactions and Reports Analysis Centre of Canada",2022,"TN","4503584.57","142"
"Financial Transactions and Reports Analysis Centre of Canada",2022,"TC","4099573.74","31"
"Financial Transactions and Reports Analysis Centre of Canada",2022,"OB","1895178.21","36"
"Financial Transactions and Reports Analysis Centre of Canada",2023,"TC","5859793.26","36"
"Financial Transactions and Reports Analysis Centre of Canada",2023,"TN","3876644.34","127"
"Financial Transactions and Reports Analysis Centre of Canada",2023,"OB","1949466.20","30"
"Financial Transactions and Reports Analysis Centre of Canada",2024,"TC","7404582.61","42"
"Financial Transactions and Reports Analysis Centre of Canada",2024,"TN","3933381.51","114"
"Financial Transactions and Reports Analysis Centre of Canada",2024,"OB","3866891.68","18"
"Financial Transactions and Reports Analysis Centre of Canada",2025,"TC","7033606.55","23"
"Financial Transactions and Reports Analysis Centre of Canada",2025,"OB","3790432.52","13"
"Financial Transactions and Reports Analysis Centre of Canada",2025,"TN","3341030.87","74"
"Financial Transactions and Reports Analysis Centre of Canada",2026,"TC","5888713.56","10"
"Financial Transactions and Reports Analysis Centre of Canada",2026,"OB","2413901.30","6"
"Financial Transactions and Reports Analysis Centre of Canada",2026,"TN","1162309.30","26"
"Fisheries and Oceans Canada",2017,"TC","405333525.03","4307"
"Fisheries and Oceans Canada",2017,"TN","36589035.49","1614"
"Fisheries and Oceans Canada",2017,"OB","33572100.31","136"
"Fisheries and Oceans Canada",2017,"AC","569613.65","10"
"Fisheries and Oceans Canada",2018,"TC","544560198.08","5414"
"Fisheries and Oceans Canada",2018,"AC","266008815.19","35"
"Fisheries and Oceans Canada",2018,"TN","60190023.84","2187"
"Fisheries and Oceans Canada",2018,"OB","26205929.21","105"
"Fisheries and Oceans Canada",2018,"ST","259916.43","1"
"Fisheries and Oceans Canada",2019,"TC","859116344.02","5032"
"Fisheries and Oceans Canada",2019,"AC","269580382.97","54"
"Fisheries and Oceans Canada",2019,"TN","111417657.47","2340"
"Fisheries and Oceans Canada",2019,"OB","14771175.74","8"
"Fisheries and Oceans Canada",2019,"ST","259916.43","1"
"Fisheries and Oceans Canada",2020,"TC","929243578.18","5338"
"Fisheries and Oceans Canada",2020,"AC","264236462.27","27"
"Fisheries and Oceans Canada",2020,"TN","151458932.80","2508"
"Fisheries and Oceans Canada",2020,"OB","14806151.01","11"
"Fisheries and Oceans Canada",2020,"ST","259916.43","0"
"Fisheries and Oceans Canada",2021,"TC","931824306.64","5198"
"Fisheries and Oceans Canada",2021,"TN","162868188.25","2089"
"Fisheries and Oceans Canada",2021,"OB","36003628.92","73"
"Fisheries and Oceans Canada",2021,"AC","18236489.99","31"
"Fisheries and Oceans Canada",2021,"ST","6353653.55","78"
"Fisheries and Oceans Canada",2022,"TC","1075066727.55","6313"
"Fisheries and Oceans Canada",2022,"TN","425311826.11","2601"
"Fisheries and Oceans Canada",2022,"ST","305241073.67","197"
"Fisheries and Oceans Canada",2022,"OB","190788348.78","163"
"Fisheries and Oceans Canada",2022,"AC","4511923.93","36"
"Fisheries and Oceans Canada",2023,"TC","1044080108.15","6341"
"Fisheries and Oceans Canada",2023,"TN","411071693.70","3186"
"Fisheries and Oceans Canada",2023,"OB","184133124.04","132"
"Fisheries and Oceans Canada",2023,"ST","33029975.82","234"
"Fisheries and Oceans Canada",2023,"AC","4769677.75","36"
"Fisheries and Oceans Canada",2024,"TC","1043035482.48","6890"
"Fisheries and Oceans Canada",2024,"OB","368631868.36","116"
"Fisheries and Oceans Canada",2024,"ST","240865075.95","213"
"Fisheries and Oceans Canada",2024,"TN","223479184.80","3313"
"Fisheries and Oceans Canada",2024,"AC","4814951.49","26"
"Fisheries and Oceans Canada",2025,"TC","7971828167.07","5477"
"Fisheries and Oceans Canada",2025,"OB","431922210.56","312"
"Fisheries and Oceans Canada",2025,"TN","276213475.94","4453"
"Fisheries and Oceans Canada",2025,"ST","255171400.18","252"
"Fisheries and Oceans Canada",2025,"AC","4831418.44","34"
"Fisheries and Oceans Canada",2026,"OB","329558015.60","161"
"Fisheries and Oceans Canada",2026,"TC","306225206.42","1461"
"Fisheries and Oceans Canada",2026,"ST","233014296.71","80"
"Fisheries and Oceans Canada",2026,"TN","146170366.14","1626"
"Fisheries and Oceans Canada",2026,"AC","1868812.65","23"
"Global Affairs Canada",2017,"TC","89358704.81","1956"
"Global Affairs Canada",2017,"TN","31718529.08","1176"
"Global Affairs Canada",2017,"OB","24634401.41","48"
"Global Affairs Canada",2017,"AC","175574.64","1"
"Global Affairs Canada",2018,"TC","175834051.84","2794"
"Global Affairs Canada",2018,"TN","49975511.76","1983"
"Global Affairs Canada",2018,"OB","49854407.72","150"
"Global Affairs Canada",2018,"ST","735026.21","3"
"Global Affairs Canada",2018,"AC","275573.64","2"
"Global Affairs Canada",2019,"TC","148686418.43","2591"
"Global Affairs Canada",2019,"OB","69648930.73","188"
"Global Affairs Canada",2019,"TN","55216836.23","2319"
"Global Affairs Canada",2019,"ST","6131583.23","31"
"Global Affairs Canada",2019,"AC","2054088.07","4"
"Global Affairs Canada",2020,"TC","131607543.23","2183"
"Global Affairs Canada",2020,"TN","100368457.56","2306"
"Global Affairs Canada",2020,"OB","74030143.41","208"
"Global Affairs Canada",2020,"ST","13677353.28","60"
"Global Affairs Canada",2020,"AC","736969.00","9"
"Global Affairs Canada",2021,"TC","137279620.65","2071"
"Global Affairs Canada",2021,"OB","87308217.26","199"
"Global Affairs Canada",2021,"TN","72045926.71","2542"
"Global Affairs Canada",2021,"ST","29653493.06","173"
"Global Affairs Canada",2021,"AC","1152334.25","9"
"Global Affairs Canada",2022,"TC","104289089.89","1703"
"Global Affairs Canada",2022,"OB","87268434.47","183"
"Global Affairs Canada",2022,"ST","72679723.86","553"
"Global Affairs Canada",2022,"TN","65422756.49","2710"
"Global Affairs Canada",2022,"AC","1338250.20","8"
"Global Affairs Canada",2023,"OB","102230058.54","187"
"Global Affairs Canada",2023,"TC","99884396.81","1687"
"Global Affairs Canada",2023,"ST","83481519.44","514"
"Global Affairs Canada",2023,"TN","78463274.21","2592"
"Global Affairs Canada",2023,"AC","2506787.36","7"
"Global Affairs Canada",2024,"OB","128415100.14","263"
"Global Affairs Canada",2024,"TN","127732947.50","2560"
"Global Affairs Canada",2024,"TC","90840668.01","1576"
"Global Affairs Canada",2024,"ST","84242471.46","504"
"Global Affairs Canada",2024,"AC","1193694.98","6"
"Global Affairs Canada",2025,"OB","173906371.10","298"
"Global Affairs Canada",2025,"ST","110449131.85","653"
"Global Affairs Canada",2025,"TC","84296508.79","1524"
"Global Affairs Canada",2025,"TN","81564739.44","2815"
"Global Affairs Canada",2025,"AC","995179.34","3"
"Global Affairs Canada",2026,"OB","114075192.50","108"
"Global Affairs Canada",2026,"ST","56384819.04","248"
"Global Affairs Canada",2026,"TC","21493762.49","509"
"Global Affairs Canada",2026,"TN","20411667.12","835"
"Global Affairs Canada",2026,"AC","918727.77","2"
"Health Canada",2017,"TC","38089979.87","855"
"Health Canada",2017,"TN","21620376.77","561"
"Health Canada",2017,"OB","17019770.46","143"
"Health Canada",2017,"ST","713517.84","1"
"Health Canada",2017,"AC","381533.80","3"
"Health Canada",2018,"TC","64344650.42","1109"
"Health Canada",2018,"TN","35131882.27","1005"
"Health Canada",2018,"OB","21037049.82","140"
"Health Canada",2018,"AC","3014753.52","13"
"Health Canada",2018,"ST","713517.84","1"
"Health Canada",2019,"TC","62790340.24","1053"
"Health Canada",2019,"TN","34269821.75","1119"
"Health Canada",2019,"OB","20983559.30","112"
"Health Canada",2019,"AC","2183289.49","19"
"Health Canada",2019,"ST","769398.60","3"
"Health Canada",2020,"TC","101699845.96","927"
"Health Canada",2020,"OB","71166406.79","118"
"Health Canada",2020,"TN","53202914.43","1106"
"Health Canada",2020,"AC","1928167.64","12"
"Health Canada",2020,"ST","1419803.64","5"
"Health Canada",2021,"TC","140415655.91","978"
"Health Canada",2021,"OB","69483578.65","91"
"Health Canada",2021,"TN","69415929.82","1168"
"Health Canada",2021,"ST","4750151.71","18"
"Health Canada",2021,"AC","2667456.84","15"
"Health Canada",2022,"TC","122059223.75","859"
"Health Canada",2022,"TN","78142635.73","1354"
"Health Canada",2022,"OB","71072444.69","135"
"Health Canada",2022,"ST","30301752.42","68"
"Health Canada",2022,"AC","6333761.50","14"
"Health Canada",2023,"OB","199368234.55","240"
"Health Canada",2023,"TC","69609068.90","688"
"Health Canada",2023,"TN","62420298.28","1289"
"Health Canada",2023,"ST","44635804.20","91"
"Health Canada",2023,"AC","2829723.41","13"
"Health Canada",2024,"OB","197838915.66","208"
"Health Canada",2024,"TN","61219020.76","1124"
"Health Canada",2024,"TC","45876436.37","480"
"Health Canada",2024,"ST","43550655.07","72"
"Health Canada",2024,"AC","3104618.19","10"
"Health Canada",2025,"OB","142565057.64","149"
"Health Canada",2025,"TN","63067218.72","1038"
"Health Canada",2025,"ST","31944018.46","39"
"Health Canada",2025,"TC","25871559.50","332"
"Health Canada",2025,"AC","4366922.65","11"
"Health Canada",2026,"OB","123371302.19","71"
"Health Canada",2026,"TN","25192567.02","433"
"Health Canada",2026,"ST","10122392.28","17"
"Health Canada",2026,"TC","8504515.43","166"
"Health Canada",2026,"AC","3040367.85","7"
"Immigration and Refugee Board of Canada",2017,"TC","5000.00","1"
"Immigration and Refugee Board of Canada",2018,"TC","1106722.92","83"
"Immigration and Refugee Board of Canada",2018,"OB","384075.94","5"
"Immigration and Refugee Board of Canada",2018,"TN","20629.08","5"
"Immigration and Refugee Board of Canada",2019,"TC","9552763.84","365"
"Immigration and Refugee Board of Canada",2019,"TN","1928580.52","93"
"Immigration and Refugee Board of Canada",2019,"OB","384075.94","5"
"Immigration and Refugee Board of Canada",2020,"TC","17496858.81","498"
"Immigration and Refugee Board of Canada",2020,"TN","3160457.61","172"
"Immigration and Refugee Board of Canada",2020,"OB","592260.86","3"
"Immigration and Refugee Board of Canada",2020,"ST","447759.39","3"
"Immigration and Refugee Board of Canada",2021,"TC","16556402.17","545"
"Immigration and Refugee Board of Canada",2021,"TN","4186547.14","170"
"Immigration and Refugee Board of Canada",2021,"ST","2798340.95","15"
"Immigration and Refugee Board of Canada",2021,"OB","858234.13","3"
"Immigration and Refugee Board of Canada",2022,"TC","14915307.66","626"
"Immigration and Refugee Board of Canada",2022,"TN","5401324.55","154"
"Immigration and Refugee Board of Canada",2022,"ST","5254154.04","43"
"Immigration and Refugee Board of Canada",2022,"OB","661098.49","0"
"Immigration and Refugee Board of Canada",2023,"TC","15394304.74","895"
"Immigration and Refugee Board of Canada",2023,"ST","9692681.64","78"
"Immigration and Refugee Board of Canada",2023,"TN","6751436.67","142"
"Immigration and Refugee Board of Canada",2023,"OB","396117.51","2"
"Immigration and Refugee Board of Canada",2024,"TC","16313902.85","1126"
"Immigration and Refugee Board of Canada",2024,"ST","12131733.79","79"
"Immigration and Refugee Board of Canada",2024,"TN","9865733.18","132"
"Immigration and Refugee Board of Canada",2024,"OB","4024760.63","9"
"Immigration and Refugee Board of Canada",2025,"TC","16196085.26","1196"
"Immigration and Refugee Board of Canada",2025,"TN","8187594.41","131"
"Immigration and Refugee Board of Canada",2025,"ST","6188385.18","37"
"Immigration and Refugee Board of Canada",2025,"OB","6096179.51","37"
"Immigration and Refugee Board of Canada",2026,"TC","10848077.84","789"
"Immigration and Refugee Board of Canada",2026,"OB","5439200.78","23"
"Immigration and Refugee Board of Canada",2026,"TN","5070453.49","71"
"Immigration and Refugee Board of Canada",2026,"ST","593919.32","14"
"Immigration, Refugees and Citizenship Canada",2017,"TC","29787216.23","311"
"Immigration, Refugees and Citizenship Canada",2017,"TN","13889625.62","121"
"Immigration, Refugees and Citizenship Canada",2017,"OB","3074981.11","45"
"Immigration, Refugees and Citizenship Canada",2017,"ST","493993.29","4"
"Immigration, Refugees and Citizenship Canada",2017,"AC","11752.00","1"
"Immigration, Refugees and Citizenship Canada",2018,"OB","78952909.04","62"
"Immigration, Refugees and Citizenship Canada",2018,"TC","64533200.71","612"
"Immigration, Refugees and Citizenship Canada",2018,"TN","50418473.31","203"
"Immigration, Refugees and Citizenship Canada",2018,"ST","4193965.35","33"
"Immigration, Refugees and Citizenship Canada",2018,"AC","732174.49","2"
"Immigration, Refugees and Citizenship Canada",2019,"OB","149055376.64","56"
"Immigration, Refugees and Citizenship Canada",2019,"TC","77617224.68","736"
"Immigration, Refugees and Citizenship Canada",2019,"TN","27204390.69","229"
"Immigration, Refugees and Citizenship Canada",2019,"ST","16371847.89","70"
"Immigration, Refugees and Citizenship Canada",2019,"AC","773807.37","4"
"Immigration, Refugees and Citizenship Canada",2020,"OB","176980739.29","70"
"Immigration, Refugees and Citizenship Canada",2020,"TC","63865115.32","541"
"Immigration, Refugees and Citizenship Canada",2020,"ST","45277495.87","259"
"Immigration, Refugees and Citizenship Canada",2020,"TN","38676677.28","232"
"Immigration, Refugees and Citizenship Canada",2020,"AC","41632.89","2"
"Immigration, Refugees and Citizenship Canada",2021,"OB","216717116.77","55"
"Immigration, Refugees and Citizenship Canada",2021,"ST","117377778.45","626"
"Immigration, Refugees and Citizenship Canada",2021,"TN","53773671.90","280"
"Immigration, Refugees and Citizenship Canada",2021,"TC","23949667.79","232"
"Immigration, Refugees and Citizenship Canada",2021,"AC","41632.89","0"
"Immigration, Refugees and Citizenship Canada",2022,"OB","262563619.58","71"
"Immigration, Refugees and Citizenship Canada",2022,"ST","134275197.69","743"
"Immigration, Refugees and Citizenship Canada",2022,"TN","97281805.30","313"
"Immigration, Refugees and Citizenship Canada",2022,"TC","1523890.84","70"
"Immigration, Refugees and Citizenship Canada",2022,"AC","612363.73","2"
"Immigration, Refugees and Citizenship Canada",2023,"OB","322490982.12","95"
"Immigration, Refugees and Citizenship Canada",2023,"ST","144303104.65","885"
"Immigration, Refugees and Citizenship Canada",2023,"TN","86647278.64","295"
"Immigration, Refugees and Citizenship Canada",2023,"AC","25829080.84","4"
"Immigration, Refugees and Citizenship Canada",2023,"TC","2859457.46","60"
"Immigration, Refugees and Citizenship Canada",2024,"OB","312839182.88","86"
"Immigration, Refugees and Citizenship Canada",2024,"ST","107258566.05","658"
"Immigration, Refugees and Citizenship Canada",2024,"TN","69465675.04","298"
"Immigration, Refugees and Citizenship Canada",2024,"AC","25829080.84","1"
"Immigration, Refugees and Citizenship Canada",2024,"TC","2259508.74","65"
"Immigration, Refugees and Citizenship Canada",2025,"OB","289828569.27","62"
"Immigration, Refugees and Citizenship Canada",2025,"ST","77945951.59","526"
"Immigration, Refugees and Citizenship Canada",2025,"TN","46329768.19","237"
"Immigration, Refugees and Citizenship Canada",2025,"TC","3627959.28","62"
"Immigration, Refugees and Citizenship Canada",2025,"AC","612363.73","0"
"Immigration, Refugees and Citizenship Canada",2026,"OB","197306369.02","17"
"Immigration, Refugees and Citizenship Canada",2026,"ST","22765352.67","211"
"Immigration, Refugees and Citizenship Canada",2026,"TN","18175140.45","107"
"Immigration, Refugees and Citizenship Canada",2026,"TC","868267.08","20"
"Immigration, Refugees and Citizenship Canada",2026,"AC","34966.22","0"
"Impact Assessment Agency of Canada",2017,"TC","1651592.61","24"
"Impact Assessment Agency of Canada",2017,"OB","280667.66","0"
"Impact Assessment Agency of Canada",2017,"TN","235312.93","10"
"Impact Assessment Agency of Canada",2018,"TC","1456094.80","31"
"Impact Assessment Agency of Canada",2018,"TN","226584.86","17"
"Impact Assessment Agency of Canada",2019,"TC","2891409.27","54"
"Impact Assessment Agency of Canada",2019,"TN","812857.62","46"
"Impact Assessment Agency of Canada",2020,"TC","2449717.63","38"
"Impact Assessment Agency of Canada",2020,"TN","673005.61","39"
"Impact Assessment Agency of Canada",2021,"TC","2312528.81","27"
"Impact Assessment Agency of Canada",2021,"TN","574043.32","28"
"Impact Assessment Agency of Canada",2021,NULL,"132695.80","9"
"Impact Assessment Agency of Canada",2022,"TC","2647130.04","46"
"Impact Assessment Agency of Canada",2022,"TN","468357.35","29"
"Impact Assessment Agency of Canada",2022,NULL,"132695.80","9"
"Impact Assessment Agency of Canada",2022,"ST","59455.80","2"
"Impact Assessment Agency of Canada",2023,"TC","3172280.61","67"
"Impact Assessment Agency of Canada",2023,"TN","803636.56","48"
"Impact Assessment Agency of Canada",2023,"ST","67678.13","3"
"Impact Assessment Agency of Canada",2023,NULL,"7629.93","1"
"Impact Assessment Agency of Canada",2024,"TC","3832991.85","80"
"Impact Assessment Agency of Canada",2024,"TN","1015882.28","65"
"Impact Assessment Agency of Canada",2024,"ST","122868.00","3"
"Impact Assessment Agency of Canada",2024,NULL,"7629.93","1"
"Impact Assessment Agency of Canada",2025,"TC","3059974.23","82"
"Impact Assessment Agency of Canada",2025,"TN","798133.28","50"
"Impact Assessment Agency of Canada",2025,"ST","35693.88","1"
"Impact Assessment Agency of Canada",2026,"TC","1579373.24","45"
"Impact Assessment Agency of Canada",2026,"TN","409383.58","23"
"Impact Assessment Agency of Canada",2026,"ST","35693.88","1"
"Indigenous Services Canada",2017,"OB","5087113.73","13"
"Indigenous Services Canada",2017,"TC","2367337.05","41"
"Indigenous Services Canada",2017,"TN","807729.55","21"
"Indigenous Services Canada",2017,"ST","707905.76","2"
"Indigenous Services Canada",2018,"OB","13668766.36","133"
"Indigenous Services Canada",2018,"TC","10089897.59","226"
"Indigenous Services Canada",2018,"TN","8680086.81","107"
"Indigenous Services Canada",2018,"ST","707905.76","0"
"Indigenous Services Canada",2018,"AC","661621.88","27"
"Indigenous Services Canada",2019,"OB","41757953.87","161"
"Indigenous Services Canada",2019,"TC","23314750.55","340"
"Indigenous Services Canada",2019,"TN","17404185.06","237"
"Indigenous Services Canada",2019,"ST","989647.88","3"
"Indigenous Services Canada",2019,"AC","687410.25","28"
"Indigenous Services Canada",2020,"OB","65808601.55","283"
"Indigenous Services Canada",2020,"TC","34971629.50","557"
"Indigenous Services Canada",2020,"TN","18128206.56","367"
"Indigenous Services Canada",2020,"ST","1460066.06","7"
"Indigenous Services Canada",2020,"AC","632092.55","14"
"Indigenous Services Canada",2021,"OB","74112717.59","449"
"Indigenous Services Canada",2021,"TC","54921288.70","688"
"Indigenous Services Canada",2021,"TN","17632842.94","400"
"Indigenous Services Canada",2021,"ST","3519295.23","12"
"Indigenous Services Canada",2021,"AC","504882.88","2"
"Indigenous Services Canada",2022,"OB","106329836.40","629"
"Indigenous Services Canada",2022,"TC","33950759.90","509"
"Indigenous Services Canada",2022,"TN","20496635.75","377"
"Indigenous Services Canada",2022,"ST","4439501.01","22"
"Indigenous Services Canada",2022,"AC","943114.53","6"
"Indigenous Services Canada",2023,"OB","107196121.31","787"
"Indigenous Services Canada",2023,"TC","27888834.54","311"
"Indigenous Services Canada",2023,"TN","25098511.69","413"
"Indigenous Services Canada",2023,"ST","4859604.95","24"
"Indigenous Services Canada",2023,"AC","556523.78","6"
"Indigenous Services Canada",2024,"OB","144357056.02","891"
"Indigenous Services Canada",2024,"TN","27975152.61","497"
"Indigenous Services Canada",2024,"TC","18062073.69","140"
"Indigenous Services Canada",2024,"ST","7226477.05","47"
"Indigenous Services Canada",2024,"AC","318423.95","3"
"Indigenous Services Canada",2025,"OB","98040264.57","564"
"Indigenous Services Canada",2025,"TN","26644313.05","425"
"Indigenous Services Canada",2025,"TC","12722129.05","65"
"Indigenous Services Canada",2025,"ST","5892407.16","34"
"Indigenous Services Canada",2025,"AC","725098.03","4"
"Indigenous Services Canada",2026,"OB","59616394.27","269"
"Indigenous Services Canada",2026,"TN","12756313.71","146"
"Indigenous Services Canada",2026,"TC","3588983.89","23"
"Indigenous Services Canada",2026,"ST","2170635.47","14"
"Indigenous Services Canada",2026,"AC","602570.01","3"
"Innovation, Science and Economic Development Canada",2017,"OB","65621208.04","576"
"Innovation, Science and Economic Development Canada",2017,"TC","41831114.78","251"
"Innovation, Science and Economic Development Canada",2017,"TN","10599410.77","378"
"Innovation, Science and Economic Development Canada",2017,"AC","693419.40","9"
"Innovation, Science and Economic Development Canada",2017,"ST","95297.10","1"
"Innovation, Science and Economic Development Canada",2018,"OB","103823812.33","850"
"Innovation, Science and Economic Development Canada",2018,"TC","46920486.34","254"
"Innovation, Science and Economic Development Canada",2018,"TN","23773900.87","740"
"Innovation, Science and Economic Development Canada",2018,"AC","1179694.26","8"
"Innovation, Science and Economic Development Canada",2018,"ST","193214.74","2"
"Innovation, Science and Economic Development Canada",2019,"OB","71864409.74","673"
"Innovation, Science and Economic Development Canada",2019,"TC","39634608.27","367"
"Innovation, Science and Economic Development Canada",2019,"TN","22079990.36","780"
"Innovation, Science and Economic Development Canada",2019,"AC","1104503.61","7"
"Innovation, Science and Economic Development Canada",2019,"ST","970504.19","5"
"Innovation, Science and Economic Development Canada",2020,"OB","59357406.56","508"
"Innovation, Science and Economic Development Canada",2020,"TC","52063539.34","385"
"Innovation, Science and Economic Development Canada",2020,"TN","21626691.77","787"
"Innovation, Science and Economic Development Canada",2020,"ST","2886930.38","15"
"Innovation, Science and Economic Development Canada",2020,"AC","747449.58","7"
